"","latitude","longitude","temperature_b","salinity_b","depth","sediment","abundance","AMM_HSI","GMM_HSI"
"1",39.85,-70.65,5.347953275,35.060260875,-767.099975585938,"cl-st/sd",0.00866236805719945,0.192584177770813,0
"2",42.05,-65.5,4.66113995,34.94499575,-937.799987792969,"sd/st/cl",8.15503197853064,0.401205070059454,0
"3",40.35,-67.45,5.28760372105263,35.0275301842105,-822.299987792969,"cl-st/sd",0.00759991998492944,0.192584177770813,0
"4",40.75,-66.65,5.10684666666667,34.9889126666667,-1085.30004882812,"sd-cl/st",0.0266678360613861,0.182649901867249,0
"5",39.9,-70.05,6.05208718,35.1115881,-572,"cl-st/sd",0.00866236805719945,0.231784206996348,0.20117158893598
"6",39.85,-70.2,5.42650363611111,35.0687851666667,-916.400024414062,"sd-cl/st",0.00866236805719945,0.182649901867249,0
"7",39.85,-69.65,5.24964860384615,35.0460127307692,-937.700012207031,"cl-st/sd",0.00866236805719945,0.192584177770813,0
"8",40.2,-68.2,5.56990845740741,35.0532825185185,-675.5,"cl-st/sd",0.00608523544684826,0.231784206996348,0.20117158893598
"9",40.5,-67,4.93989099,34.9946403,-826.099975585938,"sd-cl/st",0.0116767368354229,0.182649901867249,0
"10",40.7,-66.75,5.55847745,35.013127,-598.400024414062,"cl-st/sd",0.0266678360613861,0.192584177770813,0
"11",40.45,-67.4,6.784090107,35.08853841,-580.099975585938,"cl-st/sd",0.00892723007395118,0.355798718262214,0.287365587959266
"12",40.35,-68.15,6.17071422173913,35.0594282391304,-653.200012207031,"cl-st/sd",0.00608523544684826,0.231784206996348,0.20117158893598
"13",40.05,-68.85,5.65411815526316,35.06691575,-827.400024414062,"cl-st/sd",0.00684523164391286,0.231784206996348,0.20117158893598
"14",40.6,-66.9,5.63437208888889,35.0200282222222,-606,"cl-st/sd",0.0266678360613861,0.231784206996348,0.20117158893598
"15",40.25,-67.9,5.01793163243243,35.0116913648649,-1002.20001220703,"cl-st/sd",0.00655036720949039,0.192584177770813,0
"16",39.95,-69.15,5.33703663913044,35.0400568913043,-885,"cl-st/sd",0.00732531678671032,0.192584177770813,0
"17",40.1,-69.05,6.74912766428571,35.083966,-502.399993896484,"sd/st/cl",0.00684523164391286,0.564419610550855,0.450530795426344
"18",40.15,-68.5,6.07194408695652,35.1021853478261,-562.5,"sd-st/cl",0.00649500617751964,0.258184837146667,0.227586416190716
"19",39.85,-70.8,5.447939,35.07553675,-848.700012207031,"cl-st/sd",0.00866236805719945,0.192584177770813,0
"20",40.2,-68.15,5.40546026551724,35.0422089310345,-914,"cl-st/sd",0.00608523544684826,0.192584177770813,0
"21",39.95,-69.2,5.52233545588235,35.0515946176471,-823.599975585938,"cl-st/sd",0.00732531678671032,0.192584177770813,0
"22",40.3,-67.6,5.25207166071429,35.0262261428571,-874.900024414062,"cl-st/sd",0.00759991998492944,0.192584177770813,0
